"occasions_drawn","n_occasions","n_items","cor_ICC.z_min","cor_ICC.z_mean","cor_ICC.z_max","difference.z_mean","difference.z_median","difference.z_min_id","difference.z_max_id","difference.z_min","difference.z_max","RMSE.z_min","RMSE.z_mean","RMSE.z_max","sd_ICC.z_min","sd_ICC.z_mean","sd_ICC.z_max","rel_min","rel_mean","rel_max","percnegICC_raw_min","percnegICC_raw_mean","percnegICC_raw_max","estimationProbNeg_raw_min","estimationProbNeg_raw_mean","estimationProbNeg_raw_max","estimationProbPos_raw_min","estimationProbPos_raw_mean","estimationProbPos_raw_max","N_rel_min","N_rel_mean","N_rel_max","N_cor_ICC.z_min","N_cor_ICC.z_mean","N_cor_ICC.z_max","N_valid_ICC.z_handled_min","N_valid_ICC.z_handled_mean","N_valid_ICC.z_handled_max","n_skipped_persons_var_min","n_skipped_persons_var_mean","n_skipped_persons_var_max","RMSE.z_N_min","RMSE.z_N_mean","RMSE.z_N_max"
"by order",50,4,0.167,0.752,0.862,-0.262,-0.282,88,166,-0.846,1.947,NA,NA,NA,0.255,0.446,1.979,0.785,0.859,0.996,0.023,0.09,0.284,0,0,0,0,0.016,1,175,175.976,176,175,175.976,176,175,175.976,176,0,0.008,1,NA,NA,NA
"by order",50,5,0.747,0.846,0.895,-0.211,-0.209,88,158,-0.82,0.077,NA,NA,NA,0.275,0.305,0.408,0.827,0.857,0.921,0.017,0.055,0.176,0,0,0,0,0.048,1,175,175.952,176,175,175.952,176,175,175.952,176,0,0,0,NA,NA,NA
"by order",50,6,0.823,0.884,0.919,-0.154,-0.144,88,133,-0.795,0.157,NA,NA,NA,0.286,0.309,0.379,0.847,0.867,0.913,0.011,0.034,0.08,0,0,0,0,0.012,1,175,175.988,176,175,175.988,176,175,175.988,176,0,0,0,NA,NA,NA
"by order",50,7,0.873,0.912,0.937,-0.102,-0.092,88,133,-0.77,0.229,NA,NA,NA,0.297,0.313,0.355,0.861,0.875,0.903,0.011,0.023,0.051,0,0,0,0,0,0,176,176,176,176,176,176,176,176,176,0,0,0,NA,NA,NA
"by order",50,8,0.918,0.933,0.945,-0.055,-0.043,88,133,-0.747,0.292,NA,NA,NA,0.309,0.318,0.334,0.875,0.881,0.893,0.006,0.014,0.023,0,0,0,0,0,0,176,176,176,176,176,176,176,176,176,0,0,0,NA,NA,NA
"by order",50,9,0.95,0.95,0.95,-0.012,0,88,133,-0.725,0.349,NA,NA,NA,0.322,0.322,0.322,0.886,0.886,0.886,0.006,0.006,0.006,0,0,0,0,0,0,176,176,176,176,176,176,176,176,176,0,0,0,NA,NA,NA
"by order",60,3,0.462,0.717,0.83,-0.344,-0.363,88,158,-0.733,0.079,NA,NA,NA,0.225,0.287,0.395,0.742,0.833,0.917,0.023,0.148,0.352,0,0,0,0,0.381,4,169,175.56,176,169,175.56,176,169,175.56,176,0,0.06,3,NA,NA,NA
"by order",60,4,0.356,0.807,0.894,-0.269,-0.281,88,158,-0.665,0.072,NA,NA,NA,0.239,0.304,1.446,0.797,0.856,0.994,0.011,0.077,0.261,0,0,0,0,0.119,1,175,175.881,176,175,175.881,176,175,175.881,176,0,0,0,NA,NA,NA
"by order",60,5,0.77,0.871,0.927,-0.205,-0.211,88,158,-0.602,0.064,NA,NA,NA,0.255,0.289,0.386,0.833,0.867,0.927,0.006,0.043,0.136,0,0,0,0,0.048,1,175,175.952,176,175,175.952,176,175,175.952,176,0,0,0,NA,NA,NA
"by order",60,6,0.839,0.913,0.947,-0.147,-0.148,88,133,-0.543,0.071,NA,NA,NA,0.266,0.292,0.368,0.853,0.877,0.923,0.006,0.026,0.068,0,0,0,0,0.012,1,175,175.988,176,175,175.988,176,175,175.988,176,0,0,0,NA,NA,NA
